{0}	{1}	17.60	43.35
{1}	{0}	17.60	45.71
{0}	{2}	19.20	47.29
{2}	{0}	19.20	46.04
{0}	{3}	18.30	45.07
{3}	{0}	18.30	49.19
{0}	{4}	18.50	45.57
{4}	{0}	18.50	47.80
{0}	{5}	19.20	47.29
{5}	{0}	19.20	49.23
{0}	{6}	18.80	46.31
{6}	{0}	18.80	48.70
{0}	{7}	18.80	46.31
{7}	{0}	18.80	48.33
{0}	{8}	18.30	45.07
{8}	{0}	18.30	45.98
{0}	{9}	19.60	48.28
{9}	{0}	19.60	50.00
{0}	{10}	20.70	50.99
{10}	{0}	20.70	49.64
{0}	{11}	20.50	50.49
{11}	{0}	20.50	48.24
{0}	{12}	19.40	47.78
{12}	{0}	19.40	48.74
{0}	{13}	20.40	50.25
{13}	{0}	20.40	48.57
{0}	{14}	19.20	47.29
{14}	{0}	19.20	47.06
{0}	{15}	18.30	45.07
{15}	{0}	18.30	45.86
{0}	{16}	17.60	43.35
{16}	{0}	17.60	44.90
{0}	{17}	17.60	43.35
{17}	{0}	17.60	45.95
{0}	{18}	17.70	43.60
{18}	{0}	17.70	45.97
{0}	{19}	17.20	42.36
{19}	{0}	17.20	46.74
{1}	{2}	18.70	48.57
{2}	{1}	18.70	44.84
{1}	{3}	17.30	44.94
{3}	{1}	17.30	46.51
{1}	{4}	16.80	43.64
{4}	{1}	16.80	43.41
{1}	{5}	18.00	46.75
{5}	{1}	18.00	46.15
{1}	{6}	16.00	41.56
{6}	{1}	16.00	41.45
{1}	{7}	16.70	43.38
{7}	{1}	16.70	42.93
{1}	{8}	18.40	47.79
{8}	{1}	18.40	46.23
{1}	{9}	18.30	47.53
{9}	{1}	18.30	46.68
{1}	{10}	19.10	49.61
{10}	{1}	19.10	45.80
{1}	{11}	17.60	45.71
{11}	{1}	17.60	41.41
{1}	{12}	17.50	45.45
{12}	{1}	17.50	43.97
{1}	{13}	18.70	48.57
{13}	{1}	18.70	44.52
{1}	{14}	18.80	48.83
{14}	{1}	18.80	46.08
{1}	{15}	16.70	43.38
{15}	{1}	16.70	41.85
{1}	{16}	17.20	44.68
{16}	{1}	17.20	43.88
{1}	{17}	17.20	44.68
{17}	{1}	17.20	44.91
{1}	{18}	17.10	44.42
{18}	{1}	17.10	44.42
{1}	{19}	15.70	40.78
{19}	{1}	15.70	42.66
{2}	{3}	17.20	41.25
{3}	{2}	17.20	46.24
{2}	{4}	19.70	47.24
{4}	{2}	19.70	50.90
{2}	{5}	18.20	43.65
{5}	{2}	18.20	46.67
{2}	{6}	17.50	41.97
{6}	{2}	17.50	45.34
{2}	{7}	17.60	42.21
{7}	{2}	17.60	45.24
{2}	{8}	18.50	44.36
{8}	{2}	18.50	46.48
{2}	{9}	18.30	43.88
{9}	{2}	18.30	46.68
{2}	{10}	20.10	48.20
{10}	{2}	20.10	48.20
{2}	{11}	20.20	48.44
{11}	{2}	20.20	47.53
{2}	{12}	18.30	43.88
{12}	{2}	18.30	45.98
{2}	{13}	18.80	45.08
{13}	{2}	18.80	44.76
{2}	{14}	18.80	45.08
{14}	{2}	18.80	46.08
{2}	{15}	18.60	44.60
{15}	{2}	18.60	46.62
{2}	{16}	18.00	43.17
{16}	{2}	18.00	45.92
{2}	{17}	18.70	44.84
{17}	{2}	18.70	48.83
{2}	{18}	16.40	39.33
{18}	{2}	16.40	42.60
{2}	{19}	18.10	43.41
{19}	{2}	18.10	49.18
{3}	{4}	16.10	43.28
{4}	{3}	16.10	41.60
{3}	{5}	17.30	46.51
{5}	{3}	17.30	44.36
{3}	{6}	17.60	47.31
{6}	{3}	17.60	45.60
{3}	{7}	15.40	41.40
{7}	{3}	15.40	39.59
{3}	{8}	16.90	45.43
{8}	{3}	16.90	42.46
{3}	{9}	17.50	47.04
{9}	{3}	17.50	44.64
{3}	{10}	19.30	51.88
{10}	{3}	19.30	46.28
{3}	{11}	17.30	46.51
{11}	{3}	17.30	40.71
{3}	{12}	17.40	46.77
{12}	{3}	17.40	43.72
{3}	{13}	17.20	46.24
{13}	{3}	17.20	40.95
{3}	{14}	17.50	47.04
{14}	{3}	17.50	42.89
{3}	{15}	17.20	46.24
{15}	{3}	17.20	43.11
{3}	{16}	17.60	47.31
{16}	{3}	17.60	44.90
{3}	{17}	17.20	46.24
{17}	{3}	17.20	44.91
{3}	{18}	16.80	45.16
{18}	{3}	16.80	43.64
{3}	{19}	16.60	44.62
{19}	{3}	16.60	45.11
{4}	{5}	16.80	43.41
{5}	{4}	16.80	43.08
{4}	{6}	16.50	42.64
{6}	{4}	16.50	42.75
{4}	{7}	17.40	44.96
{7}	{4}	17.40	44.73
{4}	{8}	18.50	47.80
{8}	{4}	18.50	46.48
{4}	{9}	17.50	45.22
{9}	{4}	17.50	44.64
{4}	{10}	19.10	49.35
{10}	{4}	19.10	45.80
{4}	{11}	19.80	51.16
{11}	{4}	19.80	46.59
{4}	{12}	18.20	47.03
{12}	{4}	18.20	45.73
{4}	{13}	18.60	48.06
{13}	{4}	18.60	44.29
{4}	{14}	18.10	46.77
{14}	{4}	18.10	44.36
{4}	{15}	17.20	44.44
{15}	{4}	17.20	43.11
{4}	{16}	17.30	44.70
{16}	{4}	17.30	44.13
{4}	{17}	18.70	48.32
{17}	{4}	18.70	48.83
{4}	{18}	17.60	45.48
{18}	{4}	17.60	45.71
{4}	{19}	16.20	41.86
{19}	{4}	16.20	44.02
{5}	{6}	17.10	43.85
{6}	{5}	17.10	44.30
{5}	{7}	17.30	44.36
{7}	{5}	17.30	44.47
{5}	{8}	19.40	49.74
{8}	{5}	19.40	48.74
{5}	{9}	18.10	46.41
{9}	{5}	18.10	46.17
{5}	{10}	18.80	48.21
{10}	{5}	18.80	45.08
{5}	{11}	19.20	49.23
{11}	{5}	19.20	45.18
{5}	{12}	17.60	45.13
{12}	{5}	17.60	44.22
{5}	{13}	18.20	46.67
{13}	{5}	18.20	43.33
{5}	{14}	18.60	47.69
{14}	{5}	18.60	45.59
{5}	{15}	16.50	42.31
{15}	{5}	16.50	41.35
{5}	{16}	17.90	45.90
{16}	{5}	17.90	45.66
{5}	{17}	16.70	42.82
{17}	{5}	16.70	43.60
{5}	{18}	17.20	44.10
{18}	{5}	17.20	44.68
{5}	{19}	17.10	43.85
{19}	{5}	17.10	46.47
{6}	{7}	17.60	45.60
{7}	{6}	17.60	45.24
{6}	{8}	18.90	48.96
{8}	{6}	18.90	47.49
{6}	{9}	18.50	47.93
{9}	{6}	18.50	47.19
{6}	{10}	18.10	46.89
{10}	{6}	18.10	43.41
{6}	{11}	19.00	49.22
{11}	{6}	19.00	44.71
{6}	{12}	18.20	47.15
{12}	{6}	18.20	45.73
{6}	{13}	19.10	49.48
{13}	{6}	19.10	45.48
{6}	{14}	19.50	50.52
{14}	{6}	19.50	47.79
{6}	{15}	18.30	47.41
{15}	{6}	18.30	45.86
{6}	{16}	17.30	44.82
{16}	{6}	17.30	44.13
{6}	{17}	17.10	44.30
{17}	{6}	17.10	44.65
{6}	{18}	17.40	45.08
{18}	{6}	17.40	45.19
{6}	{19}	16.50	42.75
{19}	{6}	16.50	44.84
{7}	{8}	18.30	47.04
{8}	{7}	18.30	45.98
{7}	{9}	18.00	46.27
{9}	{7}	18.00	45.92
{7}	{10}	19.10	49.10
{10}	{7}	19.10	45.80
{7}	{11}	18.40	47.30
{11}	{7}	18.40	43.29
{7}	{12}	16.70	42.93
{12}	{7}	16.70	41.96
{7}	{13}	19.80	50.90
{13}	{7}	19.80	47.14
{7}	{14}	18.10	46.53
{14}	{7}	18.10	44.36
{7}	{15}	18.30	47.04
{15}	{7}	18.30	45.86
{7}	{16}	18.50	47.56
{16}	{7}	18.50	47.19
{7}	{17}	17.20	44.22
{17}	{7}	17.20	44.91
{7}	{18}	16.70	42.93
{18}	{7}	16.70	43.38
{7}	{19}	17.00	43.70
{19}	{7}	17.00	46.20
{8}	{9}	18.30	45.98
{9}	{8}	18.30	46.68
{8}	{10}	20.10	50.50
{10}	{8}	20.10	48.20
{8}	{11}	19.90	50.00
{11}	{8}	19.90	46.82
{8}	{12}	19.30	48.49
{12}	{8}	19.30	48.49
{8}	{13}	19.40	48.74
{13}	{8}	19.40	46.19
{8}	{14}	19.50	48.99
{14}	{8}	19.50	47.79
{8}	{15}	19.40	48.74
{15}	{8}	19.40	48.62
{8}	{16}	19.20	48.24
{16}	{8}	19.20	48.98
{8}	{17}	18.50	46.48
{17}	{8}	18.50	48.30
{8}	{18}	17.80	44.72
{18}	{8}	17.80	46.23
{8}	{19}	16.80	42.21
{19}	{8}	16.80	45.65
{9}	{10}	18.90	48.21
{10}	{9}	18.90	45.32
{9}	{11}	18.90	48.21
{11}	{9}	18.90	44.47
{9}	{12}	18.10	46.17
{12}	{9}	18.10	45.48
{9}	{13}	18.80	47.96
{13}	{9}	18.80	44.76
{9}	{14}	19.60	50.00
{14}	{9}	19.60	48.04
{9}	{15}	17.70	45.15
{15}	{9}	17.70	44.36
{9}	{16}	17.50	44.64
{16}	{9}	17.50	44.64
{9}	{17}	16.60	42.35
{17}	{9}	16.60	43.34
{9}	{18}	17.50	44.64
{18}	{9}	17.50	45.45
{9}	{19}	17.50	44.64
{19}	{9}	17.50	47.55
{10}	{11}	19.90	47.72
{11}	{10}	19.90	46.82
{10}	{12}	18.90	45.32
{12}	{10}	18.90	47.49
{10}	{13}	18.90	45.32
{13}	{10}	18.90	45.00
{10}	{14}	18.70	44.84
{14}	{10}	18.70	45.83
{10}	{15}	19.70	47.24
{15}	{10}	19.70	49.37
{10}	{16}	17.70	42.45
{16}	{10}	17.70	45.15
{10}	{17}	19.10	45.80
{17}	{10}	19.10	49.87
{10}	{18}	18.50	44.36
{18}	{10}	18.50	48.05
{10}	{19}	18.50	44.36
{19}	{10}	18.50	50.27
{11}	{12}	19.80	46.59
{12}	{11}	19.80	49.75
{11}	{13}	20.60	48.47
{13}	{11}	20.60	49.05
{11}	{14}	19.80	46.59
{14}	{11}	19.80	48.53
{11}	{15}	20.70	48.71
{15}	{11}	20.70	51.88
{11}	{16}	19.20	45.18
{16}	{11}	19.20	48.98
{11}	{17}	19.50	45.88
{17}	{11}	19.50	50.91
{11}	{18}	18.30	43.06
{18}	{11}	18.30	47.53
{11}	{19}	18.60	43.76
{19}	{11}	18.60	50.54
{12}	{13}	17.70	44.47
{13}	{12}	17.70	42.14
{12}	{14}	18.30	45.98
{14}	{12}	18.30	44.85
{12}	{15}	17.10	42.96
{15}	{12}	17.10	42.86
{12}	{16}	16.70	41.96
{16}	{12}	16.70	42.60
{12}	{17}	17.80	44.72
{17}	{12}	17.80	46.48
{12}	{18}	16.80	42.21
{18}	{12}	16.80	43.64
{12}	{19}	16.20	40.70
{19}	{12}	16.20	44.02
{13}	{14}	20.30	48.33
{14}	{13}	20.30	49.75
{13}	{15}	17.40	41.43
{15}	{13}	17.40	43.61
{13}	{16}	17.30	41.19
{16}	{13}	17.30	44.13
{13}	{17}	18.70	44.52
{17}	{13}	18.70	48.83
{13}	{18}	18.40	43.81
{18}	{13}	18.40	47.79
{13}	{19}	17.10	40.71
{19}	{13}	17.10	46.47
{14}	{15}	18.60	45.59
{15}	{14}	18.60	46.62
{14}	{16}	18.10	44.36
{16}	{14}	18.10	46.17
{14}	{17}	18.00	44.12
{17}	{14}	18.00	47.00
{14}	{18}	19.00	46.57
{18}	{14}	19.00	49.35
{14}	{19}	17.40	42.65
{19}	{14}	17.40	47.28
{15}	{16}	18.00	45.11
{16}	{15}	18.00	45.92
{15}	{17}	16.90	42.36
{17}	{15}	16.90	44.13
{15}	{18}	17.80	44.61
{18}	{15}	17.80	46.23
{15}	{19}	17.40	43.61
{19}	{15}	17.40	47.28
{16}	{17}	16.50	42.09
{17}	{16}	16.50	43.08
{16}	{18}	17.30	44.13
{18}	{16}	17.30	44.94
{16}	{19}	17.90	45.66
{19}	{16}	17.90	48.64
{17}	{18}	16.10	42.04
{18}	{17}	16.10	41.82
{17}	{19}	16.80	43.86
{19}	{17}	16.80	45.65
{18}	{19}	16.30	42.34
{19}	{18}	16.30	44.29
{0,1}	{2}	8.90	50.57
{0,2}	{1}	8.90	46.35
{0}	{1,2}	8.90	21.92
{1,2}	{0}	8.90	47.59
{1}	{0,2}	8.90	23.12
{2}	{0,1}	8.90	21.34
{0,1}	{3}	8.60	48.86
{0,3}	{1}	8.60	46.99
{0}	{1,3}	8.60	21.18
{1,3}	{0}	8.60	49.71
{1}	{0,3}	8.60	22.34
{3}	{0,1}	8.60	23.12
{0,1}	{4}	8.40	47.73
{0,4}	{1}	8.40	45.41
{0}	{1,4}	8.40	20.69
{1,4}	{0}	8.40	50.00
{1}	{0,4}	8.40	21.82
{4}	{0,1}	8.40	21.71
{0,1}	{5}	9.30	52.84
{0,5}	{1}	9.30	48.44
{0}	{1,5}	9.30	22.91
{1,5}	{0}	9.30	51.67
{1}	{0,5}	9.30	24.16
{5}	{0,1}	9.30	23.85
{0,1}	{6}	8.80	50.00
{0,6}	{1}	8.80	46.81
{0}	{1,6}	8.80	21.67
{1,6}	{0}	8.80	55.00
{1}	{0,6}	8.80	22.86
{6}	{0,1}	8.80	22.80
{0,1}	{7}	7.60	43.18
{0,7}	{1}	7.60	40.43
{0}	{1,7}	7.60	18.72
{1,7}	{0}	7.60	45.51
{1}	{0,7}	7.60	19.74
{7}	{0,1}	7.60	19.54
{0,1}	{8}	8.50	48.30
{0,8}	{1}	8.50	46.45
{0}	{1,8}	8.50	20.94
{1,8}	{0}	8.50	46.20
{1}	{0,8}	8.50	22.08
{8}	{0,1}	8.50	21.36
{0,1}	{9}	9.60	54.55
{0,9}	{1}	9.60	48.98
{0}	{1,9}	9.60	23.65
{1,9}	{0}	9.60	52.46
{1}	{0,9}	9.60	24.94
{9}	{0,1}	9.60	24.49
{0,1}	{10}	9.70	55.11
{0,10}	{1}	9.70	46.86
{0}	{1,10}	9.70	23.89
{1,10}	{0}	9.70	50.79
{1}	{0,10}	9.70	25.19
{10}	{0,1}	9.70	23.26
{0,1}	{11}	9.10	51.70
{0,11}	{1}	9.10	44.39
{0}	{1,11}	9.10	22.41
{1,11}	{0}	9.10	51.70
{1}	{0,11}	9.10	23.64
{11}	{0,1}	9.10	21.41
{0,1}	{12}	8.50	48.30
{0,12}	{1}	8.50	43.81
{0}	{1,12}	8.50	20.94
{1,12}	{0}	8.50	48.57
{1}	{0,12}	8.50	22.08
{12}	{0,1}	8.50	21.36
{0,1}	{13}	9.70	55.11
{0,13}	{1}	9.70	47.55
{0}	{1,13}	9.70	23.89
{1,13}	{0}	9.70	51.87
{1}	{0,13}	9.70	25.19
{13}	{0,1}	9.70	23.10
{0,1}	{14}	9.20	52.27
{0,14}	{1}	9.20	47.92
{0}	{1,14}	9.20	22.66
{1,14}	{0}	9.20	48.94
{1}	{0,14}	9.20	23.90
{14}	{0,1}	9.20	22.55
{0,1}	{15}	7.90	44.89
{0,15}	{1}	7.90	43.17
{0}	{1,15}	7.90	19.46
{1,15}	{0}	7.90	47.31
{1}	{0,15}	7.90	20.52
{15}	{0,1}	7.90	19.80
{0,1}	{16}	7.90	44.89
