{0}	{1}	18.26	44.36
{1}	{0}	18.26	44.30
{0}	{2}	18.33	44.53
{2}	{0}	18.33	44.34
{0}	{3}	18.41	44.72
{3}	{0}	18.41	44.39
{0}	{4}	18.40	44.70
{4}	{0}	18.40	44.46
{0}	{5}	18.41	44.72
{5}	{0}	18.41	44.31
{0}	{6}	18.48	44.91
{6}	{0}	18.48	44.53
{0}	{7}	18.29	44.43
{7}	{0}	18.29	44.00
{0}	{8}	18.42	44.75
{8}	{0}	18.42	44.34
{0}	{9}	18.24	44.31
{9}	{0}	18.24	44.34
{1}	{2}	18.32	44.45
{2}	{1}	18.32	44.33
{1}	{3}	18.37	44.56
{3}	{1}	18.37	44.29
{1}	{4}	18.39	44.61
{4}	{1}	18.39	44.43
{1}	{5}	18.58	45.07
{5}	{1}	18.58	44.73
{1}	{6}	18.47	44.81
{6}	{1}	18.47	44.50
{1}	{7}	18.42	44.68
{7}	{1}	18.42	44.31
{1}	{8}	18.55	45.01
{8}	{1}	18.55	44.66
{1}	{9}	18.31	44.42
{9}	{1}	18.31	44.52
{2}	{3}	18.49	44.74
{3}	{2}	18.49	44.59
{2}	{4}	18.48	44.70
{4}	{2}	18.48	44.65
{2}	{5}	18.52	44.80
{5}	{2}	18.52	44.58
{2}	{6}	18.45	44.62
{6}	{2}	18.45	44.44
{2}	{7}	18.42	44.55
{7}	{2}	18.42	44.31
{2}	{8}	18.45	44.64
{8}	{2}	18.45	44.41
{2}	{9}	18.27	44.21
{9}	{2}	18.27	44.42
{3}	{4}	18.57	44.78
{4}	{3}	18.57	44.87
{3}	{5}	18.45	44.49
{5}	{3}	18.45	44.42
{3}	{6}	18.65	44.98
{6}	{3}	18.65	44.93
{3}	{7}	18.65	44.97
{7}	{3}	18.65	44.87
{3}	{8}	18.61	44.88
{8}	{3}	18.61	44.80
{3}	{9}	18.39	44.35
{9}	{3}	18.39	44.72
{4}	{5}	18.59	44.91
{5}	{4}	18.59	44.75
{4}	{6}	18.62	45.00
{6}	{4}	18.62	44.86
{4}	{7}	18.36	44.35
{7}	{4}	18.36	44.17
{4}	{8}	18.48	44.64
{8}	{4}	18.48	44.47
{4}	{9}	18.32	44.28
{9}	{4}	18.32	44.55
{5}	{6}	18.62	44.83
{6}	{5}	18.62	44.86
{5}	{7}	18.57	44.70
{7}	{5}	18.57	44.67
{5}	{8}	18.51	44.57
{8}	{5}	18.51	44.56
{5}	{9}	18.49	44.52
{9}	{5}	18.49	44.96
{6}	{7}	18.63	44.88
{7}	{6}	18.63	44.82
{6}	{8}	18.62	44.86
{8}	{6}	18.62	44.83
{6}	{9}	18.39	44.30
{9}	{6}	18.39	44.71
{7}	{8}	18.68	44.94
{8}	{7}	18.68	44.96
{7}	{9}	18.32	44.09
{9}	{7}	18.32	44.55
{8}	{9}	18.49	44.50
{9}	{8}	18.49	44.95
