{0}	{1}	18.70	43.19
{1}	{0}	18.70	46.06
{0}	{2}	18.80	43.42
{2}	{0}	18.80	46.31
{0}	{3}	17.50	40.42
{3}	{0}	17.50	45.69
{0}	{4}	19.40	44.80
{4}	{0}	19.40	44.80
{0}	{5}	19.20	44.34
{5}	{0}	19.20	46.72
{0}	{6}	20.20	46.65
{6}	{0}	20.20	49.63
{0}	{7}	20.30	46.88
{7}	{0}	20.30	48.22
{0}	{8}	20.90	48.27
{8}	{0}	20.90	48.49
{0}	{9}	19.50	45.03
{9}	{0}	19.50	47.56
{1}	{2}	17.30	42.61
{2}	{1}	17.30	42.61
{1}	{3}	17.90	44.09
{3}	{1}	17.90	46.74
{1}	{4}	18.90	46.55
{4}	{1}	18.90	43.65
{1}	{5}	17.90	44.09
{5}	{1}	17.90	43.55
{1}	{6}	18.80	46.31
{6}	{1}	18.80	46.19
{1}	{7}	18.90	46.55
{7}	{1}	18.90	44.89
{1}	{8}	18.00	44.33
{8}	{1}	18.00	41.76
{1}	{9}	18.00	44.33
{9}	{1}	18.00	43.90
{2}	{3}	16.70	41.13
{3}	{2}	16.70	43.60
{2}	{4}	19.40	47.78
{4}	{2}	19.40	44.80
{2}	{5}	17.30	42.61
{5}	{2}	17.30	42.09
{2}	{6}	17.00	41.87
{6}	{2}	17.00	41.77
{2}	{7}	18.60	45.81
{7}	{2}	18.60	44.18
{2}	{8}	19.60	48.28
{8}	{2}	19.60	45.48
{2}	{9}	17.30	42.61
{9}	{2}	17.30	42.20
{3}	{4}	18.40	48.04
{4}	{3}	18.40	42.49
{3}	{5}	17.30	45.17
{5}	{3}	17.30	42.09
{3}	{6}	16.80	43.86
{6}	{3}	16.80	41.28
{3}	{7}	17.50	45.69
{7}	{3}	17.50	41.57
{3}	{8}	18.60	48.56
{8}	{3}	18.60	43.16
{3}	{9}	17.70	46.21
{9}	{3}	17.70	43.17
{4}	{5}	17.80	41.11
{5}	{4}	17.80	43.31
{4}	{6}	20.00	46.19
{6}	{4}	20.00	49.14
{4}	{7}	19.30	44.57
{7}	{4}	19.30	45.84
{4}	{8}	20.40	47.11
{8}	{4}	20.40	47.33
{4}	{9}	18.50	42.73
{9}	{4}	18.50	45.12
{5}	{6}	18.20	44.28
{6}	{5}	18.20	44.72
{5}	{7}	18.50	45.01
{7}	{5}	18.50	43.94
{5}	{8}	17.90	43.55
{8}	{5}	17.90	41.53
{5}	{9}	18.20	44.28
{9}	{5}	18.20	44.39
{6}	{7}	18.80	46.19
{7}	{6}	18.80	44.66
{6}	{8}	17.90	43.98
{8}	{6}	17.90	41.53
{6}	{9}	16.30	40.05
{9}	{6}	16.30	39.76
{7}	{8}	19.10	45.37
{8}	{7}	19.10	44.32
{7}	{9}	18.10	42.99
{9}	{7}	18.10	44.15
{8}	{9}	18.90	43.85
{9}	{8}	18.90	46.10
{0,1}	{7}	10.30	55.08
{0,7}	{1}	10.30	50.74
{0}	{1,7}	10.30	23.79
{1,7}	{0}	10.30	54.50
{1}	{0,7}	10.30	25.37
{7}	{0,1}	10.30	24.47
{0,4}	{6}	10.10	52.06
{0,6}	{4}	10.10	50.00
{0}	{4,6}	10.10	23.33
{4,6}	{0}	10.10	50.50
{4}	{0,6}	10.10	23.33
{6}	{0,4}	10.10	24.82
{0,6}	{7}	10.00	49.50
{0,7}	{6}	10.00	49.26
{0}	{6,7}	10.00	23.09
{6,7}	{0}	10.00	53.19
{6}	{0,7}	10.00	24.57
{7}	{0,6}	10.00	23.75
{0,7}	{8}	10.20	50.25
{0,8}	{7}	10.20	48.80
{0}	{7,8}	10.20	23.56
{7,8}	{0}	10.20	53.40
{7}	{0,8}	10.20	24.23
{8}	{0,7}	10.20	23.67
{0,8}	{9}	10.30	49.28
{0,9}	{8}	10.30	52.82
{0}	{8,9}	10.30	23.79
{8,9}	{0}	10.30	54.50
{8}	{0,9}	10.30	23.90
{9}	{0,8}	10.30	25.12
{2,4}	{8}	10.10	52.06
{2,8}	{4}	10.10	51.53
{2}	{4,8}	10.10	24.88
{4,8}	{2}	10.10	49.51
{4}	{2,8}	10.10	23.33
{8}	{2,4}	10.10	23.43
